director_id,movie_id,title,budget,homepage,overview,popularity,release_date,revenue,runtime,movie_status,vote_average,vote_count
379,2122,The Whole Ten Yards,40000000,,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",14.729386,07/04/2004 00:00,26155781,98,Released,5.5,278
145,2123,"Me, Myself & Irene",51000000,,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",39.001682,22/06/2000 00:00,149270999,116,Released,6.1,927
107,2133,The Perfect Storm,120000000,,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",25.752118,15/03/2000 00:00,325756637,130,Released,6.2,597
380,2135,The Time Machine,80000000,http://timemachine.countingdown.com/,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",25.978555,04/03/2002 00:00,123729176,96,Released,5.8,631
381,2140,Kiss of the Dragon,25000000,,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",16.936576,06/07/2001 00:00,64437847,98,Released,6.4,298
21,2142,Cop Land,15000000,http://www.miramax.com/movie/cop-land,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",19.284129,15/08/1997 00:00,44862187,104,Released,6.6,382
13,2148,The Cotton Club,58000000,,"The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",8.59075,14/12/1984 00:00,25928721,127,Released,6.6,68
382,2155,Reindeer Games,42000000,,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",11.470135,25/02/2000 00:00,32168970,124,Released,5.4,173
52,2157,Lost in Space,80000000,,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",17.455024,03/04/1998 00:00,136159423,130,Released,5,388
383,2162,Chill Factor,70000000,,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,3.276912,01/09/1999 00:00,11263966,101,Released,5.3,29
92,2163,Breakdown,36000000,,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",9.176339,02/05/1997 00:00,50159144,95,Released,6.6,198
384,2176,The Glass House,30000000,,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.",9.448517,14/09/2001 00:00,23619609,106,Released,5.4,201
165,2185,Big Trouble,40000000,,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, \""Big Trouble.\""",5.201688,05/04/2002 00:00,8493890,85,Released,6.3,80
385,2196,Death at a Funeral,9000000,http://www.deathatafuneral-themovie.com/,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,20.410354,09/02/2007 00:00,46800000,90,Released,6.9,497
140,2207,16 Blocks,55000000,,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",32.31022,01/03/2006 00:00,65664721,105,Released,6.2,661
144,2251,Unfaithful,50000000,,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,10/05/2002 00:00,119137784,124,Released,6.3,276
18,2252,Eastern Promises,51500000,http://www.focusfeatures.com/easternpromises/,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,35.481169,14/09/2007 00:00,55112356,100,Released,7.2,848
173,2253,Valkyrie,75000000,,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",38.832842,25/12/2008 00:00,200276000,121,Released,6.7,1173
336,2255,Chasing Amy,250000,http://www.viewaskew.com/chasingamy/,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",20.601483,04/04/1997 00:00,12021272,113,Released,6.7,433
386,2266,"Paris, je t'aime",13000000,,"Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",10.573191,16/05/2006 00:00,4857367,120,Released,6.8,207
78,2268,The Golden Compass,180000000,http://www.goldencompassmovie.com/index_german.html,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",42.990906,04/12/2007 00:00,372234864,113,Released,5.8,1303
398,2270,Stardust,70000000,http://www.stardustmovie.com,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",48.032734,09/08/2007 00:00,135560026,127,Released,7.1,1184
321,2275,The General's Daughter,60000000,,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",18.345613,18/06/1999 00:00,149705852,116,Released,6.1,205
183,2277,Bicentennial Man,100000000,,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. \""Bicentennial Man\"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",24.939295,17/12/1999 00:00,93700000,131,Released,6.9,963
399,2280,Big,18000000,,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",20.716023,03/06/1988 00:00,151668774,104,Released,6.9,993
400,2288,Closer,27000000,,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",22.636908,01/12/2004 00:00,115505027,104,Released,6.7,811
117,2289,Cold Mountain,79000000,,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",24.598479,24/12/2003 00:00,173013509,154,Released,6.7,533
336,2292,Clerks,27000,http://www.miramax.com/movie/clerks/,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",19.748658,13/09/1994 00:00,3151130,92,Released,7.4,755
336,2293,Mallrats,6000000,,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",16.139771,20/10/1995 00:00,2122561,94,Released,6.8,392
336,2294,Jay and Silent Bob Strike Back,22000000,,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",21.865021,22/08/2001 00:00,33788161,104,Released,6.4,480
336,2295,Clerks II,5000000,,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",18.077963,25/05/2006 00:00,26888376,97,Released,6.9,398
401,2300,Space Jam,80000000,http://www.warnerbros.com/archive/spacejam/movie/jam.htm,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",36.125715,15/11/1996 00:00,250200000,88,Released,6.5,1288
51,2309,Inkheart,60000000,http://www.inkheartmovie.com/,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",27.018886,11/12/2008 00:00,57490374,106,Released,6,592
7,2310,Beowulf,70000000,http://www.beowulfmovie.com/,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",35.601665,05/11/2007 00:00,195735876,115,Released,5.5,841
65,2320,Executive Decision,55000000,,"Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",17.231675,15/03/1996 00:00,121969216,133,Released,5.8,256
402,2355,Reign Over Me,20000000,http://www.sonypictures.com/movies/reignoverme/index.html,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,20.82778,23/03/2007 00:00,22222308,124,Released,7.1,334
289,2359,Sicko,9000000,,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. \""The more people you deny health insurance the more money we make\"" is the business model for health care providers in America.",14.098952,18/05/2007 00:00,24538513,123,Released,7.3,235
71,2370,Topaz,4000000,,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.",5.975604,18/12/1969 00:00,6000000,143,Released,6.1,77
403,2395,Astérix aux Jeux Olympiques,97250400,http://www.asterixauxjeuxolympiques.com/index.php,"Astérix and Obélix have to win the Olympic Games in order to help their friend Alafolix marry Princess Irina (portrayed by supermodel Vanessa Hessler). Brutus (Benoît Poelvoorde) uses every trick in the book to have his own team win the game, and get rid of his father Julius Caesar (Alain Delon) in the process.",20.344364,13/01/2008 00:00,132900000,116,Released,5,471
405,2428,The Greatest Story Ever Told,20000000,,All-star epic retelling of Christ's life.,3.011205,15/02/1965 00:00,15473333,199,Released,6.5,41
406,2453,Harley Davidson and the Marlboro Man,23000000,http://www.mgm.com/title_title.do?title_star=HARLEYDA,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",12.869436,23/08/1991 00:00,7434726,98,Released,6.1,82
118,2454,The Chronicles of Narnia: Prince Caspian,225000000,,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",53.978602,15/05/2008 00:00,419651413,150,Released,6.3,1630
407,2486,Eragon,100000000,http://www.eragonmovie.com/,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",30.863434,14/12/2006 00:00,249288105,104,Released,4.9,967
74,2493,The Princess Bride,16000000,,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",44.533612,18/09/1987 00:00,30857814,98,Released,7.6,1486
219,2501,The Bourne Identity,60000000,http://www.universalstudiosentertainment.com/the-bourne-identity/,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.476817,14/06/2002 00:00,214034224,119,Released,7.3,3583
408,2502,The Bourne Supremacy,75000000,https://www.uphe.com/movies/the-bourne-supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",53.213931,23/07/2004 00:00,288500217,108,Released,7.2,2825
408,2503,The Bourne Ultimatum,70000000,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",45.381501,03/08/2007 00:00,442824138,115,Released,7.3,2888
409,2539,Spanglish,80000000,,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",14.209329,17/12/2004 00:00,55041367,130,Released,5.8,369
34,2567,The Aviator,116000000,,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",45.616098,17/12/2004 00:00,102000000,170,Released,7,1489
410,2575,The Tailor of Panama,21000000,,"A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal.",7.047975,11/02/2001 00:00,28008462,109,Released,6.2,92
221,2604,Born on the Fourth of July,14000000,,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",25.949277,20/12/1989 00:00,161001698,145,Released,6.7,395
411,2610,Shopgirl,10284523,,"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.",4.820166,21/10/2005 00:00,11588205,104,Released,5.7,75
128,2619,Splash,8000000,,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",21.735068,09/03/1984 00:00,69821334,111,Released,6.1,321
412,2621,Return to Me,24000000,,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",5.771479,07/04/2000 00:00,36609995,115,Released,6.1,67
413,2636,The Specialist,45000000,,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",16.582709,07/10/1994 00:00,170362582,110,Released,5.5,313
414,2637,The Mothman Prophecies,32000000,,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,14.733513,25/01/2002 00:00,55157539,119,Released,6.1,305
40,2639,Deconstructing Harry,20000000,,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",11.352693,26/08/1997 00:00,10686841,96,Released,7.3,187
415,2642,Two Weeks Notice,60000000,,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",24.153567,19/12/2002 00:00,93354918,101,Released,5.9,487
150,2649,The Game,50000000,,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",62.925175,12/09/1997 00:00,109423648,129,Released,7.5,1506
416,2652,Hard Candy,950000,http://hardcandymovie.com/,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.",25.918007,14/01/2005 00:00,7022209,103,Released,6.8,701
7,2655,What Lies Beneath,100000000,,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",15.835672,21/07/2000 00:00,155464351,130,Released,6.3,488
417,2662,House of 1000 Corpses,7000000,http://robzombie.com/movies/house-of-1000-corpses/,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432,11/04/2003 00:00,16829545,89,Released,6,306
365,2666,Dark City,27000000,,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",39.324831,27/02/1998 00:00,27200316,100,Released,7.2,828
418,2667,The Blair Witch Project,60000,http://www.blairwitch.com/,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",41.690578,14/07/1999 00:00,248000000,81,Released,6.3,1055
420,2669,The Bounty,25000000,,"The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.",7.436491,04/05/1984 00:00,8613462,132,Released,6.5,108
195,2675,Signs,72000000,,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,28.848187,02/08/2002 00:00,408247917,106,Released,6.4,1599
220,2687,Memoirs of an Invisible Man,40000000,http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.",7.222985,28/02/1992 00:00,14358033,99,Released,5.7,125
95,2698,Evan Almighty,175000000,http://www.evanalmighty.com/,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,09/06/2007 00:00,173000000,96,Released,5.3,1151
421,2749,15 Minutes,60000000,,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show \""Top Story.\""",15.205371,01/03/2001 00:00,56359980,120,Released,5.7,191
396,2755,About Schmidt,30000000,,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",19.925026,13/12/2002 00:00,105834556,125,Released,6.7,362
69,2756,The Abyss,70000000,,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",24.961625,09/08/1989 00:00,90000098,139,Released,7.1,808
134,2757,Adaptation.,19000000,http://www.sonypictures.com/homevideo/adaptation/index.html,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,26.441669,06/12/2002 00:00,32801173,114,Released,7.3,638
422,2770,American Pie 2,30000000,,"The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",36.432598,10/08/2001 00:00,287553595,108,Released,6,1344
423,2787,Pitch Black,23000000,http://www.pitchblack.com/,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",18.493202,18/02/2000 00:00,53187659,108,Released,6.7,1789
423,2789,The Chronicles of Riddick,105000000,,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",27.835436,11/06/2004 00:00,115772733,119,Released,6.3,1570
21,2832,Identity,30000000,,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",45.915165,25/04/2003 00:00,90259536,90,Released,7.1,1061
409,2898,As Good as It Gets,50000000,,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",37.885022,19/12/1997 00:00,314178011,139,Released,7.2,915
424,2900,The Astronaut's Wife,75000000,,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",20.697556,26/08/1999 00:00,19598588,109,Released,5.4,254
165,2907,The Addams Family,30000000,,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,22/11/1991 00:00,191502426,99,Released,6.7,848
425,2925,The First Wives Club,26000000,,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",10.704596,20/09/1996 00:00,116400000,102,Released,6.5,166
426,2959,License to Wed,35000000,http://licensetowedthemovie.warnerbros.com/,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, \""foolproof\"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",14.503568,04/07/2007 00:00,69307224,91,Released,5.2,253
359,2976,Hairspray,50000000,http://www.hairspraymovie.com/,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",31.160542,13/07/2007 00:00,90450008,117,Released,6.5,709
427,2977,Becoming Jane,16500000,http://becomingjane-themovie.com/,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,18.236284,02/03/2007 00:00,37311672,120,Released,6.9,317
428,2989,Roar,17000000,http://www.roarthemovie.com/,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,1.15641,12/11/1981 00:00,2000000,102,Released,5.6,19
429,3021,1408,25000000,http://www.1408-themovie.com/,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",35.169779,12/07/2007 00:00,94679598,104,Released,6.5,1343
267,3033,Gods and Monsters,10000000,http://www.godsandmonsters.net/,"It's 1957, and Whale's heyday as the director of \""Frankenstein,\"" \""Bride of Frankenstein\"" and \""The Invisible Man\"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",5.588652,21/01/1998 00:00,6451628,105,Released,6.8,81
261,3034,Young Frankenstein,2800000,,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",36.444894,15/12/1974 00:00,86273333,106,Released,7.7,854
95,3049,Ace Ventura: Pet Detective,15000000,,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",41.249004,04/02/1994 00:00,107217396,86,Released,6.4,1648
430,3050,Doctor Dolittle,71000000,,"A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",21.462935,22/06/1998 00:00,294456605,85,Released,5.4,686
431,3059,Intolerance,385907,,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",3.232447,04/09/1916 00:00,8394751,197,Released,7.4,60
432,3060,The Big Parade,245000,,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",0.785744,05/11/1925 00:00,22000000,151,Released,7,21
433,3062,42nd Street,439000,,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",1.933366,02/02/1933 00:00,2281000,89,Released,6.1,37
